event_id,title,area,subarea,semantic_cluster_id,semantic_cluster_label,taxonomy_confidence,review_status,topic_group,topic,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_repo,github_stars,artifact_confidence,needs_manual_check_reason,primary_contribution_type,method_families,evaluation_settings,benchmark_mentions,dataset_mentions,metric_mentions,evidence_confidence,author_count,institution_count,url,alphaxiv_url,signal_score
64734,Amortized Variational Inference for Partial-Label Learning: A Probabilistic Approach to Label Disambiguation,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Probabilistic Methods,Probabilistic Methods->Variational Inference,false,,0,0,,,0,no_github_url,,Dataset / data resource,Bayesian / probabilistic,theory/synthetic,,,accuracy,medium,2,2,https://icml.cc/virtual/2026/poster/64734,https://www.alphaxiv.org/abs/2510.21300,0
62728,An Efficient Joint Learning Approach for Item Response Theory,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Probabilistic Methods,Probabilistic Methods->Everything Else,false,,0,0,,,0,no_github_url,,Dataset / data resource,Bayesian / probabilistic,language/llm; theory/synthetic,,,,medium,3,3,https://icml.cc/virtual/2026/poster/62728,,0
65630,Automatic Unsupervised Ensemble Outlier Model Selection,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Unsupervised and Semi-supervised Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,Reasoning / test-time compute,,,,,low,6,4,https://icml.cc/virtual/2026/poster/65630,https://www.alphaxiv.org/abs/2605.16567,0
62885,BESplit: Bias-Compensated Split Federated Learning with Evidential Aggregation,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,Social Aspects,Social Aspects->Robustness,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,security/safety,,,accuracy,medium,3,1,https://icml.cc/virtual/2026/poster/62885,https://www.alphaxiv.org/abs/2605.17508,0
66599,BTSP-CAM: A Brain-Inspired Geometric Memory for Class-Incremental Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Theory,Theory->Learning Theory,false,,0,0,,,0,no_github_url,,Theory / proof,LLM post-training; Graphs / geometry,theory/synthetic,,,memory,medium,6,3,https://icml.cc/virtual/2026/poster/66599,,0
65919,Bayes-inspired Integration of Pretrained Priors and Few-Shot Evidence for Few-Shot Classification,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Position / conceptual,Bayesian / probabilistic,,,,accuracy; clip,medium,7,2,https://icml.cc/virtual/2026/poster/65919,,0
63574,Betting on Predictions,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Theory,Theory->Probabilistic Methods,false,,0,0,,,0,no_github_url,,Dataset / data resource,Bayesian / probabilistic,language/llm; theory/synthetic,,,accuracy,medium,3,1,https://icml.cc/virtual/2026/poster/63574,,0
61332,Beyond Accuracy: Latent Perturbations for Cognitive-Aware Diagnosis,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Applications,Applications->Health / Medicine,false,,0,0,,,0,no_github_url,,Dataset / data resource,Reasoning / test-time compute; Agents / tool use; Diffusion / flow,security/safety,,,accuracy,medium,5,3,https://icml.cc/virtual/2026/poster/61332,,0
62845,Beyond Buffer Limits: Energy-Based Data Reassembly for Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Benchmark / evaluation,Bayesian / probabilistic,theory/synthetic,,,memory,medium,5,4,https://icml.cc/virtual/2026/poster/62845,,0
66796,"Beyond Looking Up, Try Looking Around: Harmonizing Global Structure and Local Consistency in Optimal Transport for Short Text Clustering","Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Clustering,false,,0,0,,,0,no_github_url,,Dataset / data resource,Agents / tool use; Transformer / attention,math/code/verifiable; language/llm,,,,medium,4,2,https://icml.cc/virtual/2026/poster/66796,,0
65849,Beyond Single Embedding: Modeling User Preferences as Distribution in Federated Recommendation,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,General Machine Learning,General Machine Learning->Everything Else,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Agents / tool use; Diffusion / flow,math/code/verifiable,,,,medium,5,2,https://icml.cc/virtual/2026/poster/65849,,0
64077,Beyond the Trade-off: Unifying Fairness and Performance in Federated Learning,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,Unknown,,false,,0,0,,,0,no_github_url,,Dataset / data resource,LLM post-training,theory/synthetic,,,accuracy,medium,5,4,https://icml.cc/virtual/2026/poster/64077,,0
62179,Breaking the Capacity Bottleneck in Model-Heterogeneous Federated Learning via Gradual Model Restoration,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,Optimization,"Optimization->Large Scale, Parallel and Distributed",false,,0,0,,,0,no_github_url,,Theory / proof,,,,,accuracy,low,4,2,https://icml.cc/virtual/2026/poster/62179,,0
62384,Breaking the Scale Barrier: One-Shot Knowledge Transfer via Frequency Transform,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Unknown,,false,,0,0,,,0,no_github_url,,Theory / proof,LLM post-training,vision/video; language/llm,,,flops,medium,5,1,https://icml.cc/virtual/2026/poster/62384,,0
64421,Budgeted Active Experimentation for Treatment Effect Estimation from Observational and Randomized Data,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,Dataset / data resource,RL / policy optimization; Diffusion / flow; Causal / data-centric,,,,,low,10,7,https://icml.cc/virtual/2026/poster/64421,https://www.alphaxiv.org/abs/2602.22021,0
62132,CARE: Adaptive Calibration for Reliable Recommendations,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,General Machine Learning,"General Machine Learning->Sequential, Network, and Time Series Modeling",false,,0,0,,,0,no_github_url,,Dataset / data resource,Agents / tool use,math/code/verifiable; robotics/embodied; theory/synthetic,,,,medium,4,2,https://icml.cc/virtual/2026/poster/62132,,0
65800,CHB: A Diagnostic Toolkit for Hardness-Aware Clustering Evaluation,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Evaluation,false,,0,0,,,0,no_github_url,,Dataset / data resource,Agents / tool use,,,,,low,7,5,https://icml.cc/virtual/2026/poster/65800,,0
64794,CLARITree: Cholesky and Lookahead Accelerations for Regression with Interpretable Piecewise Linear Trees,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,0,0,,,0,no_github_url,,Theory / proof,Compression / efficiency,math/code/verifiable,,,accuracy,medium,5,3,https://icml.cc/virtual/2026/poster/64794,,0
65635,CONGA:Confidence-and-Gradient-Aware Learning Rate Schedule for Test Time Adaptation,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Theory / proof,Reasoning / test-time compute,theory/synthetic,,,,medium,3,1,https://icml.cc/virtual/2026/poster/65635,,0
65317,CONTEXTOR: Contextualized High-order Contrastive Learning,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Unknown,,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,Agents / tool use,math/code/verifiable,,,,medium,5,5,https://icml.cc/virtual/2026/poster/65317,,0
63555,CSOR: Coreset Selection for Object Re-identification via Class Pruning,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Data,false,,0,0,,,0,no_github_url,,Dataset / data resource,Diffusion / flow; Compression / efficiency,,,,,low,2,1,https://icml.cc/virtual/2026/poster/63555,,0
64944,CURE: Consistency-under-Unified Semantic Regularization for Generalized Category Discovery,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Clustering,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,,,,,low,3,2,https://icml.cc/virtual/2026/poster/64944,,0
65781,Calibrated Knowledge Aggregation in Bayesian Mixture-of-Experts for Continual VQA,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Unknown,,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,Bayesian / probabilistic,,VQA; VQA-v2,,accuracy,medium,5,2,https://icml.cc/virtual/2026/poster/65781,,0
60944,CauSciBench: Evaluating LLM Causal Inference for Scientific Research,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute; Agents / tool use; Causal / data-centric,math/code/verifiable; language/llm; theory/synthetic,CauSciBench,,,medium,20,15,https://icml.cc/virtual/2026/poster/60944,,0
60761,Causal Disentangled Anchor Learning for Scalable Fair Multi-view Clustering,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,Unknown,,false,,0,0,,,0,no_github_url,,Position / conceptual,Causal / data-centric,,,,,low,8,3,https://icml.cc/virtual/2026/poster/60761,,0
65942,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,System / infrastructure,Causal / data-centric,theory/synthetic,,,,medium,4,4,https://icml.cc/virtual/2026/poster/65942,,0
63790,Causal Feature Learning via Generalized Rayleigh Quotients,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,Method / algorithm,Causal / data-centric,theory/synthetic,,,,medium,4,3,https://icml.cc/virtual/2026/poster/63790,,0
66031,Causal-EPIG: Causally Aligned Active CATE Estimation,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,Unknown,,false,,0,0,,,0,no_github_url,,Theory / proof,LLM post-training; Causal / data-centric,theory/synthetic,,,,medium,3,3,https://icml.cc/virtual/2026/poster/66031,,0
63094,Causal-aware Anomaly Detection for Tabular Data,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Everything Else,false,,0,0,,,0,no_github_url,,Dataset / data resource,Causal / data-centric; Graphs / geometry,,,,,low,6,3,https://icml.cc/virtual/2026/poster/63094,,0
66204,Causes and Consequences of Representational Similarity in Machine Learning Models,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Representation Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,,language/llm; security/safety,,,,low,4,2,https://icml.cc/virtual/2026/poster/66204,https://www.alphaxiv.org/abs/2505.13899,0
61688,Class-Grouped-Normalized-Momentum and Faster Hyperparameter Exploration to Tackle Class Imbalance in Federated Learning,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,General Machine Learning,General Machine Learning->Everything Else,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,security/safety; theory/synthetic,,,,low,5,3,https://icml.cc/virtual/2026/poster/61688,,0
65914,Class-Prior Perturbation-Robust Regularization for Imbalanced Unreliable Partial Label Learning,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Everything Else,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,Diffusion / flow; Transformer / attention,,,,,low,4,1,https://icml.cc/virtual/2026/poster/65914,,0
61192,CoPE: Continual Probe-guided Expansion for Large Vision-Language Models,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,Agents / tool use; Bayesian / probabilistic,math/code/verifiable; vision/video; language/llm,VQA,,,medium,9,5,https://icml.cc/virtual/2026/poster/61192,,0
66067,Collaborative Threshold Watermarking,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,Social Aspects,Social Aspects->Security,false,,0,0,,,0,no_github_url,,Method / algorithm,LLM post-training; Reasoning / test-time compute; Compression / efficiency,security/safety,,,accuracy,medium,3,2,https://icml.cc/virtual/2026/poster/66067,https://www.alphaxiv.org/abs/2602.10765,0
64365,Context Distillation Retains Post-Training Capabilities in Continually Trained LMs,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,false,,0,0,,,0,no_github_url,,Method / algorithm,LLM post-training; Reasoning / test-time compute,language/llm,,,,medium,3,2,https://icml.cc/virtual/2026/poster/64365,,0
61309,Contrastive Order Learning: A General Framework for Ordinal Regression,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Representation Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,,vision/video,,,,low,4,2,https://icml.cc/virtual/2026/poster/61309,,0
61399,Controlled Collaboration Geometry for Personalized Federated Learning,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,General Machine Learning,General Machine Learning->Everything Else,false,,0,0,,,0,no_github_url,,Theory / proof,Agents / tool use; Graphs / geometry,math/code/verifiable,,,accuracy,medium,6,2,https://icml.cc/virtual/2026/poster/61399,,0
62901,Counterfactual Bootstrap for Robust Meta-Reinforcement Learning,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,Theory / proof,RL / policy optimization; Causal / data-centric; Bayesian / probabilistic,theory/synthetic,,,,medium,3,1,https://icml.cc/virtual/2026/poster/62901,,0
61798,Counterfactual Residual Data Augmentation for Regression,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Data,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,vision/video; language/llm,,,,low,4,3,https://icml.cc/virtual/2026/poster/61798,,0
63487,Coupled Training with Privileged Features and Unlabeled Data,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Unsupervised and Semi-supervised Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,Reasoning / test-time compute,science/domain; theory/synthetic,,,accuracy,medium,3,1,https://icml.cc/virtual/2026/poster/63487,,0
62849,Credibility-Aware Weighting Federated Causal Discovery for Time Series,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,Applications,Applications->Time Series,false,,0,0,,,0,no_github_url,,Dataset / data resource,Diffusion / flow; Causal / data-centric; Graphs / geometry,security/safety; theory/synthetic,,,,medium,3,1,https://icml.cc/virtual/2026/poster/62849,,0
61461,Credible Information Subset Decomposition: An End-to-End Multi-fidelity Learning Model by Modeling Label Information,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Applications,"Applications->Chemistry, Physics, and Earth Sciences",false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,science/domain,,,,low,3,1,https://icml.cc/virtual/2026/poster/61461,,0
66762,Cross-View Lewis Weight Fusion Empowering Exemplar Replay for Federated Class-Incremental Learning,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,General Machine Learning,General Machine Learning->Supervised Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,,security/safety; theory/synthetic,,,,low,6,4,https://icml.cc/virtual/2026/poster/66762,,0
62930,Cross-task Calibration for Asynchronous Federated Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Unknown,,false,,0,0,,,0,no_github_url,,System / infrastructure,,,,,,low,9,4,https://icml.cc/virtual/2026/poster/62930,,0
64882,DMCO: Budget-Aware Co-Optimization of Data Cleaning and AutoML,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Data,false,,0,0,,,0,no_github_url,,Dataset / data resource,Diffusion / flow,theory/synthetic,,,f1,medium,7,3,https://icml.cc/virtual/2026/poster/64882,,0
64158,DecFus: Decentralized Layer-wise Fusion with Dynamic Exploration and Exploitation,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,Deep Learning,Deep Learning->Algorithms,false,,0,0,,,0,no_github_url,,Theory / proof,,,,,,low,8,4,https://icml.cc/virtual/2026/poster/64158,,0
62682,Decoupled Low-Rank Adaptation for Robust Federated Fine-Tuning,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,Optimization,"Optimization->Large Scale, Parallel and Distributed",false,,0,0,,,0,no_github_url,,Method / algorithm,LLM post-training; Agents / tool use; Compression / efficiency,math/code/verifiable; security/safety,,,,medium,3,1,https://icml.cc/virtual/2026/poster/62682,,0
62935,Deep Discriminative Structure Proxy Hashing for Cross-modal Retrieval,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Deep Learning,Deep Learning->Other Representation Learning,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,,,,accuracy,low,3,2,https://icml.cc/virtual/2026/poster/62935,,0
61642,Density-Guided Continuous Flow for Robust Counterfactual Explanations,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Social Aspects,Social Aspects->Robustness,false,,0,0,,,0,no_github_url,,Method / algorithm,Diffusion / flow; Graphs / geometry,,,,,low,6,1,https://icml.cc/virtual/2026/poster/61642,,0
61498,DiL: Discrete-anchored Representation Alignment for Semi-Supervised Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Deep Learning,Deep Learning->Self-Supervised Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,RL / policy optimization; LLM post-training,,,,,low,6,2,https://icml.cc/virtual/2026/poster/61498,,0
60785,Discrete Survival Knowledge Distillation for Competing Risks Analysis,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Method / algorithm,,security/safety; theory/synthetic,,,,low,6,2,https://icml.cc/virtual/2026/poster/60785,,0
63709,Discretized Density-Guided Source-Free Adaptation for Continuous Targets,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,security/safety,,,,low,5,4,https://icml.cc/virtual/2026/poster/63709,,0
62929,Dissecting Causal Mechanism Shifts via FANS: Function And Noise Separation,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,Application / domain study,Agents / tool use; Causal / data-centric,math/code/verifiable; theory/synthetic,,,,medium,6,3,https://icml.cc/virtual/2026/poster/62929,,0
64658,Distribution Alignment for One-Shot Federated Learning via Optimal Transport,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Graphs / geometry,,,,accuracy,medium,3,3,https://icml.cc/virtual/2026/poster/64658,,0
64823,Divergence Decoding: Targeted Unlearning via Auxiliary Models,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Social Aspects,Social Aspects->Safety,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,Agents / tool use,math/code/verifiable; language/llm; security/safety,,,,medium,2,2,https://icml.cc/virtual/2026/poster/64823,,0
61466,Divisiveness-Consistent Label Distribution Learning,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Supervised Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,,,,,,low,5,3,https://icml.cc/virtual/2026/poster/61466,,0
60567,DomED: Redesigning Ensemble Distillation for Domain Generalization,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,theory/synthetic,,,accuracy,medium,3,2,https://icml.cc/virtual/2026/poster/60567,,0
66361,Domain Adaptive Object Detection via Dynamic Causal Refinement,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Theory,Theory->Domain Adaptation and Transfer Learning,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Causal / data-centric,theory/synthetic,,,,medium,8,1,https://icml.cc/virtual/2026/poster/66361,,0
64307,Don't Forget Why You Started: Tackling Dual Forgetting in Vision-Language Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,Applications,Applications->Computer Vision,false,,0,0,,,0,no_github_url,,Method / algorithm,LLM post-training; Compression / efficiency,vision/video; language/llm,,,,medium,8,4,https://icml.cc/virtual/2026/poster/64307,,0
65026,"Don't Reinvent the Wheel, Just Realign the Spokes: Resource-Efficient Federated Fine-Tuning via Rank-Wise Expert Assembly","Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,31,federated / federated learning / clients / client,high,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Compression / efficiency,language/llm; security/safety,EEQA,,,medium,4,3,https://icml.cc/virtual/2026/poster/65026,,0
62092,Doubly Robust Distributionally Robust Offline Contextual Pricing,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,Theory / proof,RL / policy optimization; Causal / data-centric,,,,regret,medium,6,2,https://icml.cc/virtual/2026/poster/62092,,0
64571,Efficient Bilevel Optimization for CKA-Guided MoE Upcycling,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",10,continual / forgetting / continual learning / task,medium,needs_review,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",false,,0,0,,,0,no_github_url,,Benchmark / evaluation,LLM post-training; Compression / efficiency,,,,accuracy,medium,7,5,https://icml.cc/virtual/2026/poster/64571,,0
63902,Efficient Rashomon Set Approximation for Decision Trees,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",false,,0,0,,,0,no_github_url,,Dataset / data resource,Compression / efficiency,,,,memory,medium,5,4,https://icml.cc/virtual/2026/poster/63902,,0
62680,Enhanced Multi-Instance Partial Label Learning via Average Gradient Outer Product,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Unsupervised and Semi-supervised Learning,false,,0,0,,,0,no_github_url,,Benchmark / evaluation,,,,,,low,3,1,https://icml.cc/virtual/2026/poster/62680,,0
66439,Enhancing Cross-subject Emotion Recognition via Heterogeneous Distribution Augmentation and Collaborative Learning,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Supervised Learning,false,,0,0,,,0,no_github_url,,Method / algorithm,,,,,,low,7,4,https://icml.cc/virtual/2026/poster/66439,,0
65343,Evaluating Sample Utility for Efficient Data Selection by Mimicking Model Weights,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Data,false,,0,0,,,0,no_github_url,,Dataset / data resource,LLM post-training; Agents / tool use; Diffusion / flow; Causal / data-centric; Graphs / geometry,vision/video; security/safety,,,clip,medium,5,3,https://icml.cc/virtual/2026/poster/65343,https://www.alphaxiv.org/abs/2501.06708,0
62998,Evaluating bivariate causal statements based on mutual compatibility,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,5,causal / causality / learning causality / treatment,high,stable_seed,General Machine Learning,General Machine Learning->Causality,false,,0,0,,,0,no_github_url,,Position / conceptual,Causal / data-centric; Graphs / geometry,language/llm; theory/synthetic,,,,medium,2,2,https://icml.cc/virtual/2026/poster/62998,https://www.alphaxiv.org/abs/2606.00278,0
60942,Evidential Copula Concept Embedding Models,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Representation Learning,false,,0,0,,,0,no_github_url,,Application / domain study,Bayesian / probabilistic,science/domain; theory/synthetic,,,accuracy,medium,6,3,https://icml.cc/virtual/2026/poster/60942,,0
63057,Evolutionary Multi-View Classification with Label Noise via Gradient and Feature Dual-Perception,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",17,label / labels / machine / machine learning,medium,needs_review,General Machine Learning,General Machine Learning->Supervised Learning,false,,0,0,,,0,no_github_url,,Dataset / data resource,Agents / tool use,math/code/verifiable; security/safety,,,accuracy,medium,4,1,https://icml.cc/virtual/2026/poster/63057,,0
