global_review_rank,review_priority_score,review_phase,priority_reason,event_id,title,area,subarea,claim_ids,claim_themes,in_claim_queue,in_area_queue,claim_selection_reasons,area_selection_reasons,review_focus,is_oral,award,public_total_votes,github_url,github_stars,needs_manual_check_reason,taxonomy_review_status,evidence_confidence,primary_contribution_type,method_families,evaluation_settings,manual_fields_to_fill,claim_packet_links,claim_dossier_links,area_packet_link,area_briefing_link,icml_url,alphaxiv_url
159,20.184,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; artifact-visible; public attention without program signal,65261,OpenTSLM: Time-Series Language Models for Reasoning over Multivariate Medical Text- and Time-Series Data,"AI for Science, Health, and Neuro",Time series and forecasting applications,,,false,true,,public_attention_not_program_signal,,false,,32,https://github.com/StanfordBDHG/OpenTSLM,1184,,needs_review,medium,Dataset / data resource,LLM post-training; Reasoning / test-time compute; Agents / tool use; Transformer / attention,math/code/verifiable; language/llm; science/domain,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/65261,https://www.alphaxiv.org/abs/2510.02410
160,20.181,priority_area_depth,in claim-validation queue; priority report area; artifact-visible; moderate AlphaXiv attention,61169,Self-Refining Video Sampling,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",C05,Neighboring-venue contrast,true,false,multimodal_high_attention,,Check whether high-attention ICML multimodal papers look more like ICLR/NeurIPS-style vision work or ICML-style ML methods.,false,,81,https://github.com/agwmon/self-refine-video,181,,stable_seed,medium,Dataset / data resource,LLM post-training; Reasoning / test-time compute; Diffusion / flow,vision/video; science/domain,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c05-neighboring-venue-contrast.md,reports/claim_evidence_dossiers/c05-neighboring-venue-contrast.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/61169,https://www.alphaxiv.org/abs/2601.18577
161,20.036,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; low-confidence evidence code; artifact-visible,60968,Revisiting the Platonic Representation Hypothesis: An Aristotelian View,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,,,false,true,,taxonomy_boundary_cluster,,false,,62,https://github.com/mlbio-epfl/Aristotelian,36,,needs_review,low,Theory / proof,,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/graphs-geometry-and-representation-learning.md,reports/area_briefing_cards/graphs-geometry-and-representation-learning.md,https://icml.cc/virtual/2026/poster/60968,https://www.alphaxiv.org/abs/2602.14486
162,20.0,public_program_divergence,in area-validation queue; oral/program signal; program signal with low public attention,62510,ReViT: Rotational-equivariant Vision Transformers for Neural PDE Solvers,"AI for Science, Health, and Neuro","Physical sciences, chemistry, and climate",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Benchmark / evaluation,Transformer / attention; Graphs / geometry,vision/video; science/domain,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/62510,
163,20.0,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; low-confidence evidence code; artifact-visible,65255,Universal Learning of Nonlinear Dynamics,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",,,false,true,,taxonomy_boundary_cluster,,false,,30,https://github.com/conancarrow/Lusch,0,,needs_review,low,System / infrastructure,,robotics/embodied,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/65255,https://www.alphaxiv.org/abs/2508.11990
164,20.0,public_program_divergence,in area-validation queue; oral/program signal; program signal with low public attention,66099,On the Identifiability of Poisson Branching Structural Causal Model Under Latent Confounding,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Dataset / data resource,Causal / data-centric,security/safety; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/66099,
165,20.0,public_program_divergence,in area-validation queue; oral/program signal; program signal with low public attention,63286,Lottery Prior: Randomized Neural Compression for Zero-Shot Inverse Problems,Generative Modeling,"Diffusion sampling, transport, and inverse problems",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Theory / proof,Diffusion / flow; Compression / efficiency,vision/video,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/63286,
166,20.0,public_program_divergence,in area-validation queue; oral/program signal; program signal with low public attention,64721,Riemannian Metric Matching for Scalable Geometric Modeling of Distributions,Generative Modeling,"Diffusion sampling, transport, and inverse problems",,,false,true,,program_signal_low_public_attention,,true,,0,,0,,stable_seed,medium,Dataset / data resource,Agents / tool use; Diffusion / flow; Bayesian / probabilistic; Graphs / geometry,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/64721,
167,20.0,priority_area_depth,in claim-validation queue; priority report area; moderate AlphaXiv attention,65111,WorldPlay: Towards Long-Term Geometric Consistency for Real-Time Interactive World Modeling,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",C05,Neighboring-venue contrast,true,false,multimodal_high_attention,,Check whether high-attention ICML multimodal papers look more like ICLR/NeurIPS-style vision work or ICML-style ML methods.,false,,98,,0,,stable_seed,medium,System / infrastructure,Diffusion / flow; Graphs / geometry,vision/video; robotics/embodied,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c05-neighboring-venue-contrast.md,reports/claim_evidence_dossiers/c05-neighboring-venue-contrast.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/65111,https://www.alphaxiv.org/abs/2512.14614
168,19.181,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; artifact-visible; moderate AlphaXiv attention,65210,Artificial Hippocampus Networks for Efficient Long-Context Modeling,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",,,false,true,,taxonomy_boundary_cluster,,false,,80,https://github.com/ByteDance-Seed/AHN,181,,needs_review,medium,Benchmark / evaluation,Transformer / attention,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/65210,https://www.alphaxiv.org/abs/2510.07318
169,19.066,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; artifact-visible; public attention without program signal,66536,Thinking with Geometry: Active Geometry Integration for Spatial Reasoning,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,,,false,true,,public_attention_not_program_signal,,false,,70,https://github.com/Li-Hao-yuan/GeoThinker,66,,needs_review,medium,Method / algorithm,Reasoning / test-time compute; Transformer / attention; Graphs / geometry,vision/video; robotics/embodied; language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/graphs-geometry-and-representation-learning.md,reports/area_briefing_cards/graphs-geometry-and-representation-learning.md,https://icml.cc/virtual/2026/poster/66536,https://www.alphaxiv.org/abs/2602.06037
170,19.023,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; artifact-visible; public attention without program signal,63969,TSRBench: A Comprehensive Multi-task Multi-modal Time Series Reasoning Benchmark for Generalist Models,"AI for Science, Health, and Neuro",Time series and forecasting applications,,,false,true,,public_attention_not_program_signal,,false,,65,https://github.com/tianyi-lab/TSRBench,23,,needs_review,medium,Benchmark / evaluation,Reasoning / test-time compute,robotics/embodied; language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/63969,https://www.alphaxiv.org/abs/2601.18744
171,19.009,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; artifact-visible; public attention without program signal,61214,Understanding Self-Supervised Learning via Latent Distribution Matching,"AI for Science, Health, and Neuro",Time series and forecasting applications,,,false,true,,public_attention_not_program_signal,,false,,33,https://github.com/fmi-basel/latent_distribution_matching,9,,needs_review,medium,Method / algorithm,LLM post-training; Diffusion / flow; Bayesian / probabilistic,theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/61214,https://www.alphaxiv.org/abs/2605.03517
172,19.0,taxonomy_boundaries,in area-validation queue; taxonomy boundary needs review; public attention without program signal,62200,From Kepler to Newton: Inductive Biases Guide Learned World Models in Transformers,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,,,false,true,,public_attention_not_program_signal,,false,,62,,0,,needs_review,medium,Theory / proof,Transformer / attention,vision/video; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/graphs-geometry-and-representation-learning.md,reports/area_briefing_cards/graphs-geometry-and-representation-learning.md,https://icml.cc/virtual/2026/poster/62200,https://www.alphaxiv.org/abs/2602.06923
173,19.0,public_program_divergence,in area-validation queue; high AlphaXiv attention; public attention without program signal,60548,"Reinforcement Learning with Verifiable Rewards: GRPO's Loss, Dynamics, and Success Amplification",Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,public_attention_not_program_signal,,false,,305,,0,,stable_seed,medium,Dataset / data resource,RL / policy optimization; Reasoning / test-time compute,math/code/verifiable; language/llm; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/60548,https://www.alphaxiv.org/abs/2503.06639
174,19.0,priority_area_depth,in area-validation queue; priority report area; low-confidence evidence code,67187,Position: Adversarial ML for LLMs Is Not Making Any Progress,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",,,false,true,,low_evidence_code_confidence,,false,,34,,0,,stable_seed,low,Position / conceptual,,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/67187,https://www.alphaxiv.org/abs/2502.02260
175,19.0,priority_area_depth,in area-validation queue; priority report area; low-confidence evidence code,62751,Who’s in Charge? Disempowerment Patterns in Real-World LLM Usage,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",,,false,true,,low_evidence_code_confidence,,false,,52,,0,,stable_seed,low,Method / algorithm,,language/llm; security/safety,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/62751,https://www.alphaxiv.org/abs/2601.19062
176,16.85,public_program_divergence,in area-validation queue; artifact-visible; moderate AlphaXiv attention; public attention without program signal,65646,Causal Forcing: Autoregressive Diffusion Distillation Done Right for High-Quality Real-Time Video Generation,Generative Modeling,Image/video diffusion and flow generation,,,false,true,,public_attention_not_program_signal,,false,,152,https://github.com/thu-ml/Causal-Forcing,850,,stable_seed,medium,Method / algorithm,Diffusion / flow; Transformer / attention; Causal / data-centric,vision/video,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/65646,https://www.alphaxiv.org/abs/2602.02214
177,16.562,breadth_and_sanity_checks,in claim-validation queue; artifact-visible; moderate AlphaXiv attention,62192,RoboTwin 2.0: A Scalable Data Generator and Benchmark with Strong Domain Randomization for Robust Bimanual Robotic Manipulation,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C04,Public attention mismatch,true,false,robotics_public_not_program,,"Classify the source of public attention: benchmark, demo, artifact, model release, or hype.",false,,91,https://github.com/RoboTwin-Platform/RoboTwin,2562,,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,math/code/verifiable; vision/video; robotics/embodied; language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c04-public-attention-mismatch.md,reports/claim_evidence_dossiers/c04-public-attention-mismatch.md,,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/62192,https://www.alphaxiv.org/abs/2506.18088
178,16.474,breadth_and_sanity_checks,in area-validation queue; oral/program signal; artifact-visible,63146,Distributional Inverse Reinforcement Learning,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,fault_line_representative,,true,,5,https://github.com/sudharsan13296/Deep-Reinforcement-Learning-With-Python,474,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization,robotics/embodied; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/63146,https://www.alphaxiv.org/abs/2510.03013
179,16.267,public_program_divergence,in area-validation queue; artifact-visible; moderate AlphaXiv attention; public attention without program signal,63515,One-step Latent-free Image Generation with Pixel Mean Flows,Generative Modeling,Image/video diffusion and flow generation,,,false,true,,public_attention_not_program_signal,,false,,214,https://github.com/Lyy-iiis/pMF,267,,stable_seed,medium,Theory / proof,Diffusion / flow; Graphs / geometry,vision/video,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/63515,https://www.alphaxiv.org/abs/2601.22158
180,16.169,priority_area_depth,in claim-validation queue; priority report area; artifact-visible,62952,Zooming without Zooming: Region-to-Image Distillation for Fine-Grained Multimodal Perception,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,C05,Neighboring-venue contrast,true,false,multimodal_high_attention,,Check whether high-attention ICML multimodal papers look more like ICLR/NeurIPS-style vision work or ICML-style ML methods.,false,,67,https://github.com/inclusionAI/Zooming-without-Zooming,169,,stable_seed,medium,Benchmark / evaluation,Agents / tool use,vision/video; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c05-neighboring-venue-contrast.md,reports/claim_evidence_dossiers/c05-neighboring-venue-contrast.md,,reports/area_briefing_cards/multimodal-vision-and-perception.md,https://icml.cc/virtual/2026/poster/62952,https://www.alphaxiv.org/abs/2602.11858
181,16.168,breadth_and_sanity_checks,in area-validation queue; oral/program signal; artifact-visible,65047,On Computation and Reinforcement Learning,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,fault_line_representative,,true,,11,https://github.com/jordan8409212/RL-for-binary-computation-offloading-in-wireless-powered-MEC-networks,168,,stable_seed,medium,Theory / proof,RL / policy optimization,language/llm; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/65047,https://www.alphaxiv.org/abs/2602.05999
182,16.133,public_program_divergence,in area-validation queue; artifact-visible; moderate AlphaXiv attention; public attention without program signal,62407,Deep Forcing: Training-Free Long Video Generation with Deep Sink and Participative Compression,Generative Modeling,Image/video diffusion and flow generation,,,false,true,,public_attention_not_program_signal,,false,,104,https://github.com/cvlab-kaist/DeepForcing.git,133,,stable_seed,medium,System / infrastructure,LLM post-training; Diffusion / flow; Transformer / attention; Compression / efficiency,vision/video,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/62407,https://www.alphaxiv.org/abs/2512.05081
183,16.013,public_program_divergence,in area-validation queue; artifact-visible; moderate AlphaXiv attention; public attention without program signal,61858,How Does the Lagrangian Guide Safe Reinforcement Learning through Diffusion Models?,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,public_attention_not_program_signal,,false,,119,https://github.com/Wenxuan52/ALGD,13,,stable_seed,medium,Method / algorithm,RL / policy optimization; Diffusion / flow,robotics/embodied; security/safety; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/61858,https://www.alphaxiv.org/abs/2602.02924
184,16.001,breadth_and_sanity_checks,in area-validation queue; oral/program signal; artifact-visible,62126,A Recursive Decomposition Framework for Causal Structure Learning in the Presence of Latent Variables,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,,,false,true,,fault_line_representative,,true,,1,https://github.com/zhengli0060/DiCoLa-ICML2026,1,,stable_seed,medium,Dataset / data resource,Causal / data-centric,theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/62126,https://www.alphaxiv.org/abs/2605.10651
185,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,62307,LASER: Learning Active Sensing for Continuum Field Reconstruction,"AI for Science, Health, and Neuro","Physical sciences, chemistry, and climate",,,false,true,,fault_line_representative,,true,,4,,0,,stable_seed,medium,Method / algorithm,RL / policy optimization; Compression / efficiency,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/ai-for-science-health-and-neuro.md,reports/area_briefing_cards/ai-for-science-health-and-neuro.md,https://icml.cc/virtual/2026/poster/62307,https://www.alphaxiv.org/abs/2604.19355
186,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,63808,DISCO: Mitigating Bias in Deep Learning with Conditional Distance Correlation,"Data-Centric, Causal, and Federated ML",Causal inference and causal discovery,,,false,true,,fault_line_representative,,true,,4,,0,,stable_seed,medium,Dataset / data resource,Agents / tool use; Causal / data-centric,security/safety; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/data-centric-causal-and-federated-ml.md,reports/area_briefing_cards/data-centric-causal-and-federated-ml.md,https://icml.cc/virtual/2026/poster/63808,https://www.alphaxiv.org/abs/2506.11653
187,16.0,public_program_divergence,in area-validation queue; moderate AlphaXiv attention; public attention without program signal,65046,Dimension-free convergence of diffusion models for approximate Gaussian mixtures,Generative Modeling,"Diffusion sampling, transport, and inverse problems",,,false,true,,public_attention_not_program_signal,,false,,124,,0,,stable_seed,medium,Theory / proof,Diffusion / flow; Bayesian / probabilistic,theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/65046,https://www.alphaxiv.org/abs/2504.05300
188,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,66340,Error Propagation Mechanisms and Compensation Strategies for Quantized Diffusion Models,Generative Modeling,Image/video diffusion and flow generation,,,false,true,,fault_line_representative,,true,,3,,0,,stable_seed,medium,Benchmark / evaluation,LLM post-training; Agents / tool use; Diffusion / flow; Compression / efficiency,vision/video; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/66340,https://www.alphaxiv.org/abs/2508.12094
189,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,63314,High-accuracy and dimension-free sampling with diffusions,Generative Modeling,"Diffusion sampling, transport, and inverse problems",,,false,true,,fault_line_representative,,true,,21,,0,,stable_seed,medium,Theory / proof,Diffusion / flow,,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/63314,https://www.alphaxiv.org/abs/2601.10708
190,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,66025,Rex: A Family of Reversible Exponential (Stochastic) Runge-Kutta Solvers,Generative Modeling,"Diffusion sampling, transport, and inverse problems",,,false,true,,fault_line_representative,,true,,6,,0,,stable_seed,medium,Theory / proof,Diffusion / flow,vision/video; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/66025,https://www.alphaxiv.org/abs/2502.08834
191,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,64426,Transforming Weather Data from Pixel to Latent Space,Generative Modeling,Image/video diffusion and flow generation,,,false,true,,fault_line_representative,,true,,11,,0,,stable_seed,medium,Dataset / data resource,Compression / efficiency,science/domain,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/generative-modeling.md,reports/area_briefing_cards/generative-modeling.md,https://icml.cc/virtual/2026/poster/64426,https://www.alphaxiv.org/abs/2503.06623
192,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,65858,PhenoBrain: Phenotype-Conditioned Long-Range Communication for Multi-Modal Brain Network Analysis,"Graphs, Geometry, and Representation Learning",Graph neural networks and graph learning,,,false,true,,fault_line_representative,,true,,0,,0,,stable_seed,medium,Dataset / data resource,Reasoning / test-time compute; Transformer / attention; Graphs / geometry,vision/video,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/graphs-geometry-and-representation-learning.md,reports/area_briefing_cards/graphs-geometry-and-representation-learning.md,https://icml.cc/virtual/2026/poster/65858,
193,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal; artifact-visible,65099,Which Algorithms Can Graph Neural Networks Learn?,"Graphs, Geometry, and Representation Learning",Graph neural networks and graph learning,,,false,true,,fault_line_representative,,true,,7,https://github.com/Timo-SH/exact_nar,0,,stable_seed,medium,Theory / proof,Reasoning / test-time compute; Compression / efficiency; Graphs / geometry,math/code/verifiable; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/graphs-geometry-and-representation-learning.md,reports/area_briefing_cards/graphs-geometry-and-representation-learning.md,https://icml.cc/virtual/2026/poster/65099,https://www.alphaxiv.org/abs/2602.13106
194,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,63070,Chebyshev Policies and the Mountain Car Problem: Reinforcement Learning for Low-dimensional Control Tasks,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,fault_line_representative,,true,,3,,0,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; Agents / tool use,robotics/embodied; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/63070,https://www.alphaxiv.org/abs/2605.22305
195,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,61049,Learning Human-Robot Collaboration via Heterogeneous-Agent Lyapunov Policy Optimization,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,fault_line_representative,,true,,10,,0,,stable_seed,medium,Application / domain study,RL / policy optimization; Agents / tool use; Bayesian / probabilistic,robotics/embodied,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/61049,https://www.alphaxiv.org/abs/2603.03741
196,16.0,public_program_divergence,in area-validation queue; moderate AlphaXiv attention; public attention without program signal,63177,Stabilizing MoE Reinforcement Learning by Aligning Training and Inference Routers,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,public_attention_not_program_signal,,false,,135,,0,,stable_seed,medium,Method / algorithm,RL / policy optimization; Compression / efficiency,language/llm,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/63177,https://www.alphaxiv.org/abs/2510.11370
197,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,63664,Stabilizing the Q-Gradient Field for Policy Smoothness in Actor-Critic Methods,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,fault_line_representative,,true,,2,,0,,stable_seed,medium,Position / conceptual,RL / policy optimization; Graphs / geometry,robotics/embodied; theory/synthetic,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/63664,https://www.alphaxiv.org/abs/2601.22970
198,16.0,breadth_and_sanity_checks,in area-validation queue; oral/program signal,65169,Video-Based Optimal Transport for Feedback-Efficient Offline Preference-Based Reinforcement Learning,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",,,false,true,,fault_line_representative,,true,,0,,0,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; LLM post-training; Agents / tool use,vision/video; robotics/embodied,area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,,,reports/validation_packets/reinforcement-learning-and-control.md,reports/area_briefing_cards/reinforcement-learning-and-control.md,https://icml.cc/virtual/2026/poster/65169,
