target_type,target_file,overlay_key,target_present,event_id,sprint_rank,title,area,subarea,claim_id,note_status,blocking_gap,source_fields_to_read,overlay_fields_to_update,allowed_values,transfer_instruction,claim_implication_prompt,taxonomy_question,artifact_check_prompt,note_claim_implications,note_taxonomy_correction,note_evidence_strength,note_artifact_status_checked,note_final_report_use
claim,data/manual/claim_review_overrides.csv,C07::64128,true,64128,28,AuTAgent: A Reinforcement Learning Framework for Tool-Augmented Audio Reasoning,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C07,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Determine whether the GitHub link is a real paper artifact or a template/index/project page.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C07::65423,true,65423,29,Autoregressive Direct Preference Optimization,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,C07,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Determine whether the GitHub link is a real paper artifact or a template/index/project page.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C01::60765,true,60765,30,Learning to Theorize the World from Observation,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C01,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable.,Resolve whether the assigned area/subarea is truly the main contribution. Check whether this is genuinely LLM reasoning/post-training or a broader LLM/system/safety paper.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::62794",true,62794,31,ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::62794,true,62794,31,ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"LLM Reasoning, Post-Training, and RLVR::68817",true,68817,32,Process Reward Models That Think,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C01::68817,true,68817,32,Process Reward Models That Think,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,C01,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C06::68817,true,68817,32,Process Reward Models That Think,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,C06,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,Systems and Efficient Foundation Models::63436,true,63436,33,xKV: Cross-Layer KV-Cache Compression via Aligned Singular Vector Extraction,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::63436,true,63436,33,xKV: Cross-Layer KV-Cache Compression via Aligned Singular Vector Extraction,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C06::63436,true,63436,33,xKV: Cross-Layer KV-Cache Compression via Aligned Singular Vector Extraction,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,C06,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::62992",true,62992,34,Monitoring Monitorability,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::62992,true,62992,34,Monitoring Monitorability,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C07::64301,true,64301,35,DFlash: Block Diffusion for Flash Speculative Decoding,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,C07,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.,"Resolve whether the assigned area/subarea is truly the main contribution. Check artifact type, license/readme quality, and whether reproduction assets are present.","Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Safety, Governance, Privacy, and Society::65657",true,65657,36,Jailbreak Foundry: From Papers to Runnable Attacks for Reproducible Benchmarking,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Identify the technical reason for high program signal and whether public attention misses it.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C03::65657,true,65657,36,Jailbreak Foundry: From Papers to Runnable Attacks for Reproducible Benchmarking,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",C03,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Identify the technical reason for high program signal and whether public attention misses it.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::65622",true,65622,37,CVE-Factory: Scaling Expert-Level Agentic Tasks for Code Security Vulnerability,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::65622,true,65622,37,CVE-Factory: Scaling Expert-Level Agentic Tasks for Code Security Vulnerability,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::63099",true,63099,38,daVinci-Dev: Agent-native Mid-training for Software Engineering,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::63099,true,63099,38,daVinci-Dev: Agent-native Mid-training for Software Engineering,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Agents, Code, and Tool Use::62732",true,62732,39,Strategic Navigation or Stochastic Search? How Agents and Humans Reason Over Document Collections,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
claim,data/manual/claim_review_overrides.csv,C02::62732,true,62732,39,Strategic Navigation or Stochastic Search? How Agents and Humans Reason Over Document Collections,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable.,Check whether program-selected papers substantiate systems/agents emphasis.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",,,,,
area,data/manual/area_review_overrides.csv,"Safety, Governance, Privacy, and Society::67238",true,67238,40,Position: Anthropomorphic Misalignment Research Needs Stronger Evidence,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",,pending_note,paper note not started,contribution_summary; novelty_judgment; method_summary; baselines_checked; datasets_checked; metrics_checked; evidence_strength; taxonomy_correction; final_report_use,manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes,"manual_validated: yes, partial, no, unclear; manual_primary_contribution_type: method, theory, system, dataset, benchmark, analysis, application, survey_or_position, unclear; manual_artifact_status: none, linked_unchecked, live_checked, runnable, broken, not_applicable; manual_fault_line_relevance: headline, supporting, caveat, not_relevant, unclear","Use the paper note to validate the area/subarea assignment, contribution type, method/evidence fields, artifact status, and whether the paper should be a headline, support, caveat, or excluded example.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Identify the technical reason for high program signal and whether public attention misses it.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,,,,,
claim,data/manual/claim_review_overrides.csv,C03::67238,true,67238,40,Position: Anthropomorphic Misalignment Research Needs Stronger Evidence,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",C03,pending_note,paper note not started,claim_implications; taxonomy_correction; artifact_status_checked; evidence_strength; limitations; final_report_use,manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes,"manual_claim_support: supports, partial_support, weakens, contradicts, not_applicable, unclear; manual_taxonomy_judgment: correct, too_broad, too_narrow, wrong_area, wrong_subarea, unclear; manual_artifact_judgment: not_applicable, none, linked_unchecked, live_checked, runnable, broken","Use the paper note to decide whether this paper supports, weakens, complicates, or is not applicable to the linked claim; copy concise evidence and caveats into manual_notes.",C03 (Program committee attention): decide supports / weakens / complicates / not_applicable.,Identify the technical reason for high program signal and whether public attention misses it.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,,,,,
